country,city,lat,lon,geocode_query,geocode_status
United States,Long Beach Airport,33.8155659,-118.1534292,"LONG BEACH AIRPORT, United States",ok_primary
United States,Lexington/Blue Gras,39.7837304,-100.445882,United States,ok_fallback
United States,Pittsburgh,40.4406968,-80.0025666,"Pittsburgh, United States",ok_primary
United States,Palm Beach,26.6279798,-80.4494174,"Palm Beach, United States",ok_primary
United States,Providence/Theodore,30.8174981,-83.9791976,"PROVIDENCE/THEODORE, United States",ok_primary
United States,Portsmouth,36.8320081,-76.297699,"PORTSMOUTH, United States",ok_primary
United States,Portland,45.5202471,-122.674194,"PORTLAND, United States",ok_primary
United States,Pittsburgh Intl,40.4917828,-80.2370245,"PITTSBURGH INTL, United States",ok_primary
United States,Philadelphia,39.9527237,-75.1635262,"PHILADELPHIA, United States",ok_primary
United States,Orlando,28.5421218,-81.379045,"ORLANDO, United States",ok_primary
United States,Oakland,37.8044557,-122.271356,"OAKLAND, United States",ok_primary
United States,New York,40.7127281,-74.0060152,"New York, United States",ok_primary
United States,Nashville,36.1622767,-86.7742984,"Nashville, United States",ok_primary
United States,Newburgh,41.5000767,-74.0098299,"NEWBURGH, United States",ok_primary
United States,New Orleans,29.9561422,-90.0733934,"NEW ORLEANS, United States",ok_primary
United States,Southwest Florida,25.7325923,-80.30681,"SOUTHWEST FLORIDA, United States",ok_primary
United States,South Bend,41.6833813,-86.2500066,"SOUTH BEND, United States",ok_primary
United States,Shively Filed,39.7837304,-100.445882,United States,ok_fallback
United States,Scottsdale,33.4942189,-111.926018,"SCOTTSDALE, United States",ok_primary
United States,Sarasota,27.3365805,-82.5308545,"SARASOTA, United States",ok_primary
United States,San Diego Intl,32.7333608,-117.1922464,"SAN DIEGO INTL, United States",ok_primary
United States,San Antonio,29.4246002,-98.4951405,"SAN ANTONIO, United States",ok_primary
United States,Rocky Mtn Metropolit,39.7837304,-100.445882,United States,ok_fallback
United States,Rochester Ny,43.1576414,-77.6133531,"ROCHESTER NY, United States",ok_primary
United States,Rochester Mn,44.0223987,-92.4623521,"ROCHESTER MN, United States",ok_primary
United States,Richmond,37.5385087,-77.43428,"RICHMOND, United States",ok_primary
United States,Reno Tahoe Int Airpo,39.7837304,-100.445882,United States,ok_fallback
United States,Raleigh-Durham,35.8803614,-78.7872382,"RALEIGH-DURHAM, United States",ok_primary
Antigua and Barbuda,"V.C.Bird, Antigua",17.1355258,-61.7938871,"V.C.BIRD, ANTIGUA, Antigua and Barbuda",ok_primary
Uzbekistan,Tashkent/Yuzhny,41.2599624,69.285117,"TASHKENT/YUZHNY, Uzbekistan",ok_primary
United States,Washington Dc,38.8950982,-77.0363849,"Washington DC, United States",ok_primary
United States,Wrightstown,40.0361784,-74.6179921,"WRIGHTSTOWN, United States",ok_primary
United States,Will Rogers World Ai,39.7837304,-100.445882,United States,ok_fallback
United States,Wichita Dwight D Eis,39.7837304,-100.445882,United States,ok_fallback
United States,White Plains/Westch.,39.7837304,-100.445882,United States,ok_fallback
United States,Westhampton,40.825042,-72.6709984,"WESTHAMPTON, United States",ok_primary
United States,West Columbia,29.1438582,-95.6452249,"WEST COLUMBIA, United States",ok_primary
United States,Waukegan,42.3602273,-87.8318164,"WAUKEGAN, United States",ok_primary
United States,Van Nuys,34.1866193,-118.4486675,"Van Nuys, United States",ok_primary
United States,Tulsa,36.1563122,-95.9927516,"Tulsa, United States",ok_primary
Bahrain,Bahrain,26.0311459,50.5143663,"BAHRAIN, Bahrain",ok_primary
Bahamas,Nassau,25.0782266,-77.3383438,"NASSAU, Bahamas",ok_primary
Bahamas,Marsh Harbour Airpor,24.7736546,-78.0000547,Bahamas,ok_fallback
Azerbaijan,Gabala,40.9753138,47.8402144,"Gabala, Azerbaijan",ok_primary
Azerbaijan,Baku/Bina,40.3936294,47.7872508,Azerbaijan,ok_fallback
Austria,Vienna,48.2083537,16.3725042,"WIEN, Austria",ok_primary
Austria,Salzburg,47.7981346,13.0464806,"Salzburg, Austria",ok_primary
Austria,Linz,48.3059078,14.286198,"LINZ, Austria",ok_primary
Austria,Klagenfurt,46.623943,14.3075976,"KLAGENFURT, Austria",ok_primary
Austria,Innsbruck,47.2654296,11.3927685,"Innsbruck, Austria",ok_primary
Austria,Graz,47.0708678,15.4382786,"GRAZ, Austria",ok_primary
Aruba,Oranjestad/Beatrix,12.5013629,-69.9618475,Aruba,ok_fallback
Armenia,Yerevan,40.1777112,44.5126233,"YEREVAN, Armenia",ok_primary
Unknown,(Tom),,,skipped,ungeocodable
Unknown,Utrikes Flygplats,,,skipped,ungeocodable
United Kingdom,(Tom),,,skipped,ungeocodable
South Africa,(Tom),,,skipped,ungeocodable
Spain,(Tom),,,skipped,ungeocodable
(tom),(Tom),,,skipped,ungeocodable
